merchant_key,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
1917,MCH4962,Venkataraman-Mannan,5942.0,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2025-07-15,8238766790,Active,266.61
1918,MCH4963,Atwalltd,5912.0,Pharmacy,Sole Proprietor,Hyderabad,Telangana,2024-09-17,,Active,
1919,MCH4964,Sarkar-Goda,5311.0,Department Store,Private Limited,Pune,Maharashtra,2025-07-14,,Active,1517.0
1920,MCH4965,"Shukla, Brahmbhatt And Natarajan",5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2024-11-20,3036734144,Active,168.46
1921,MCH4967,Mallick Plc,4131.0,Transportation,Partnership,Amritsar,Punjab,2025-08-22,XXXX4798,Active,
1922,MCH4968,Choudhry Inc,4814.0,Telecom,Partnership,Jaipur,Rajasthan,,7588932286,Active,1122.44
1923,MCH4969,"Bobal, Garde And Upadhyay",4814.0,Telecom,Sole Proprietor,Chennai,Tamil Nadu,2023-11-01,XXXX2131,Active,817.93
1924,MCH4971,"Gopal, Jayaraman And Narayan",5942.0,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-11-20,,Active,650.74
1925,MCH4972,Seshadri-Dalal,5311.0,Department Store,Partnership,Pune,Maharashtra,2025-10-03,8465114405,Active,
1926,MCH4973,Vala-Raval,7011.0,Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,2024-04-05,XXXX2841,Active,859.46
1927,MCH4974,Krishna Plc,5699.0,Apparel & Fashion,Individual,Kolkata,West Bengal,2023-04-18,3596123048,Suspended,1458.56
1928,MCH4975,"Nagy, Kuruvilla And Saxena",7011.0,Hotel & Lodging,Sole Proprietor,Delhi,Delhi,2025-05-25,,Active,621.98
1929,MCH4976,Walla And Sons,5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2025-10-21,XKET6356016924037,Active,929.0
1930,MCH4977,Arora-Nayak,5999.0,Miscellaneous,Individual,Ludhiana,Punjab,2025-03-05,,Active,1505.38
1931,MCH4980,Batra Llc,5411.0,Grocery,Individual,Pune,Maharashtra,,XXXX6176,Active,2806.42
1932,MCH4982,Upadhyay-Thaker,5699.0,Apparel & Fashion,Private Limited,Pune,Maharashtra,2023-10-04,XXXX3001,Active,
1933,MCH4983,"Magar, Ratta And Choudhary",5411.0,Grocery,Partnership,Ludhiana,Punjab,2023-07-05,ZMSE7382357273196,Active,617.98
1934,MCH4984,"Aurora, Mohan And Jain",4814.0,Telecom,Sole Proprietor,Jaipur,Rajasthan,2024-07-02,XXLT9593960471643,Active,
1935,MCH4985,Hayre And Sons,5942.0,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2023-01-08,PXAE0911368692866,Active,1981.89
1936,MCH4989,Din-Bhatia,5912.0,Pharmacy,Sole Proprietor,Amritsar,Punjab,2024-07-22,8027810029,Active,2169.45
1937,MCH4990,"Ramakrishnan, Dey And Thakkar",5411.0,Grocery,Private Limited,Mumbai,Maharashtra,,OWGO7691795560125,Active,
1938,MCH4992,Viswanathan-Pandey,7011.0,Hotel & Lodging,Individual,Jalandhar,Punjab,2024-02-19,,Suspended,918.79
1939,MCH4994,"Uppal, Bawa And Gera",5812.0,Restaurants & Food,Sole Proprietor,Delhi,Delhi,2023-04-21,,Active,1710.0
1940,MCH4998,"Sura, Kanda And Chopra",5411.0,Grocery,Partnership,Pune,Maharashtra,2023-12-11,6601172673,Inactive,
1941,MCH5000,Lad Group,5999.0,Miscellaneous,Private Limited,Kolkata,West Bengal,2025-01-05,,Active,
1942,MCH5001,Narayan Llc,5812.0,Restaurants & Food,Partnership,Pune,Maharashtra,2023-06-17,JVBH8016822587770,Active,1893.51
1943,MCH5009,Arora-Wagle,5699.0,Apparel & Fashion,Individual,Hyderabad,Telangana,2024-11-06,XXXX1307,Inactive,1125.91
1944,MCH5015,"Pall, Mand And Balakrishnan",5812.0,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,2024-12-23,9471379053,Active,2215.59
1945,MCH5017,"Datta, Sinha And Pat1A",7011.0,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2024-11-25,6167636642,Active,617.0
1946,MCH5019,"Sah0Ta, Rama And Rama",5912.0,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2025-07-27,XXXX3502,Active,955.0
1947,MCH5020,Sarna-Sarraf,5411.0,Grocery,Individual,Lucknow,Uttar Pradesh,2023-02-27,,Active,3351.89
1948,MCH5021,Dora Group,5912.0,Hotel & Lodging,Partnership,Jaipur,Rajasthan,2024-10-01,2704643767,Active,843.0
1949,MCH5023,Rastogi Ltd,5411.0,Grocery,Individual,Ludhiana,Punjab,2024-09-22,6206604276,Active,532.62
1950,MCH5027,Mukhopadhyay-Brar,5999.0,Miscellaneous,Partnership,Ludhiana,Punjab,2023-10-17,CWYO9756460575495,Active,3103.67
1951,MCH5028,"Chhabra, Deo And Chakrabarti",7011.0,Hotel & Lodging,Partnership,Ludhiana,Punjab,2024-03-14,RQQO5337522783830,Inactive,716.94
1952,MCH5036,Buch Inc,5942.0,Books & Stationery,Partnership,Chennai,Tamil Nadu,2023-02-02,9320708690,Active,1529.39
1953,MCH5037,Chadha Llc,5311.0,Department Store,Private Limited,Jaipur,Rajasthan,2025-05-03,5877889834,Active,
1954,MCH5038,"Din, Som And Bahl",5411.0,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2024-10-20,DJBJ3245727756471,Active,1056.12
1955,MCH5040,Nayar-Khatri,4814.0,Telecom,Individual,Pune,Maharashtra,2025-04-30,,Active,1055.33
1956,MCH5042,Nagi-Raja,,Pharmacy,Individual,Kolkata,West Bengal,2024-04-25,3533096055,Active,3524.4
1957,MCH5043,"Chakraborty, Gour And Kothari",4131.0,Travel,Private Limited,Kolkata,West Bengal,2025-03-17,ROSR2212738533894,Inactive,614.63
1958,MCH5044,Mahajan-Narasimhan,5812.0,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-09-04,,Active,1148.0
1959,MCH5045,More-Doctor,,Department Store,Individual,Bengaluru,Karnataka,2025-09-15,,Suspended,145.75
1960,MCH5050,Subramanian-Dua,5942.0,Books & Stationery,Partnership,Pune,Maharashtra,2025-08-28,,Active,1506.0
1961,MCH5052,Pillay-Bora,5912.0,Miscellaneous,Partnership,Hyderabad,Telangana,2024-01-04,XXXX9697,Active,1127.0
1962,MCH5054,"Kara, Mandal And Mitra",5812.0,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2024-01-29,,Suspended,5895.31
1963,MCH5055,Aggarwal-Doctor,5912.0,Medical,Private Limited,Hyderabad,Telangana,2024-07-04,,Active,3805.08
1964,MCH5056,Subramaniam Plc,5411.0,Grocery,Partnership,Bengaluru,Karnataka,,WHRV5412713701234,Suspended,473.92
1965,MCH5061,Natarajan Inc,5699.0,Apparel & Fashion,Sole Proprietor,Ludhiana,Punjab,2025-10-10,3155448560,Active,1265.19
1966,MCH5064,Pandey-Sangha,5699.0,Apparel & Fashion,Sole Proprietor,Bengaluru,Karnataka,2023-12-31,XXXX3296,Active,2028.77
1967,MCH5067,Mangat-Pant,4814.0,Telecom,Individual,Pune,Maharashtra,2024-02-27,NOGU4869470784091,Active,1263.65
1968,MCH5070,Rau-Nagar,5999.0,Miscellaneous,Private Limited,Chennai,Tamil Nadu,2024-12-04,,Active,11139.0
1969,MCH5072,Shroff-Sangha,5999.0,Miscellaneous,Private Limited,Jaipur,Rajasthan,2024-12-08,XXXX4443,Active,3955.29
1970,MCH5077,"Chauhan, Thakur And Chacko",5411.0,Grocery,Individual,Jaipur,Rajasthan,2023-11-12,9740262322,Inactive,250.88
1971,MCH5079,Ramaswamy-Trivedi,5311.0,Department Store,Private Limited,Bengaluru,Karnataka,2024-07-01,MSIB5848944508855,On Hold,549.02
1972,MCH5080,"Shere, Jha And Sarma",5912.0,Medical,Sole Proprietor,Kolkata,West Bengal,2025-02-22,,Active,2711.51
1973,MCH5081,"Bhatia, Srinivasan And Sampath",5912.0,Medical,Private Limited,Chennai,Tamil Nadu,2024-01-19,6512242126,Active,869.22
1974,MCH5084,Doshi Llc,5942.0,Books & Stationery,Individual,Jalandhar,Punjab,2025-06-11,5224325531,Active,182.0
1975,MCH5086,Balan Llc,5999.0,Miscellaneous,Private Limited,Amritsar,Punjab,2023-12-19,XXXX8174,Active,575.58
1976,MCH5089,Korpal-Parmer,5311.0,Retail,Private Limited,Jaipur,Rajasthan,2024-06-14,,Active,3730.0
1977,MCH5090,Chacko-Dora,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-12-27,DVGQ3463891046958,Active,
1978,MCH5091,Rau-Ratta,5812.0,Restaurants & Food,Partnership,Kolkata,West Bengal,2024-03-24,ZHRH0362265719965,Active,755.0
1979,MCH5092,Dubey-Gade,4814.0,Telecom,Partnership,Kolkata,West Bengal,2023-07-01,,Active,730.73
1980,MCH5093,Khatri-Kata,5411.0,Grocery,Partnership,Jaipur,Rajasthan,2024-10-28,,Inactive,1344.37
1981,MCH5097,Sathe Inc,5311.0,Department Store,Sole Proprietor,Jaipur,Rajasthan,2023-07-05,XXXX5532,Active,997.33
1982,MCH5100,Garde-Mody,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-02-12,HBWM0411273165352,Active,347.68
1983,MCH5103,"Morar, Kannan And Purohit",7011.0,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2023-12-11,8919993904,Suspended,
1984,MCH5106,Luthra Llc,5942.0,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-12-01,XXXX6321,Active,411.0
1985,MCH5108,Bora Llc,5411.0,Grocery,Private Limited,Jalandhar,Punjab,2025-03-16,DLNH5334244521006,Active,
1986,MCH5110,"Anne, Nayak And Chada",5311.0,Department Store,Private Limited,Amritsar,Punjab,2023-04-26,6381447674,Active,478.0
1987,MCH5111,Ramachandran Group,,Department Store,Private Limited,Ludhiana,Punjab,2026-01-05,9740232667,Active,541.94
1988,MCH5112,Agarwa1 Ltd,5311.0,Retail,Private Limited,Chennai,Tamil Nadu,2026-02-18,,Active,782.67
1989,MCH5113,Mani-Buch,5699.0,Apparel & Fashion,Partnership,Pune,Maharashtra,2025-04-11,XXXX7200,Active,2132.66
1990,MCH5114,Sarraf-Iyengar,5912.0,Pharmacy,Individual,Delhi,Delhi,2025-02-26,XRZF4644234669872,Active,452.11
1991,MCH5117,Bava-Sani,5311.0,Department Store,Private Limited,Amritsar,Punjab,2023-05-07,ICYL7735321082205,Active,557.72
1992,MCH5119,Raghavan-Shere,5812.0,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,2025-09-14,,Active,1149.0
1993,MCH5121,Ramakrishnan Inc,4131.0,Transportation,Sole Proprietor,Ludhiana,Punjab,2023-11-27,,Active,3794.33
1994,MCH5122,K0Ta-R0Y,5699.0,Apparel & Fashion,Individual,Delhi,Delhi,2025-08-20,XXXX7270,Active,390.64
1995,MCH5125,Dave And Sons,5812.0,Restaurants & Food,Private Limited,Ludhiana,Punjab,2025-06-15,XXXX1925,Active,838.15
1996,MCH5127,Sankar Group,7011.0,Hotel & Lodging,Partnership,Delhi,Delhi,2024-09-06,3303273399,Active,2034.47
1997,MCH5129,"Kant, Chaudhari And Sarna",4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2025-07-19,QYZU2715177783366,Active,4873.16
1998,MCH5133,Sawhney Group,5411.0,Grocery,Individual,Hyderabad,Telangana,2024-12-10,959364769,Active,1388.77
1999,MCH5135,Kapoor Ltd,5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-02-25,XXXX2733,Active,1221.22
2000,MCH5136,Thakur And Sons,4131.0,Transportation,Sole Proprietor,Jaipur,Rajasthan,2025-10-02,8466988688,Suspended,2681.3
2001,MCH5137,Bath-Keer,4814.0,Telecom,Private Limited,Bengaluru,Karnataka,2024-06-11,XXXX5840,Suspended,634.0
2002,MCH5141,Gera-Kashyap,4814.0,Telecom,Partnership,Ludhiana,Punjab,2024-08-01,,Active,2000.07
2003,MCH5144,Johal Ltd,7011.0,Hotel & Lodging,Sole Proprietor,Jalandhar,Punjab,2024-02-01,XXXX0257,Inactive,490.7
2004,MCH5146,Wadhwa-Swamy,5311.0,Department Store,Partnership,Jalandhar,Punjab,2023-11-05,,Active,
2005,MCH5147,"Rao, Mahal And Wable",5999.0,Miscellaneous,Private Limited,Jalandhar,Punjab,2024-09-16,8569345830,Active,687.0
2006,MCH5148,"Bose, Ranganathan And Bose",5411.0,Grocery,Individual,Amritsar,Punjab,2024-10-20,,Active,
2007,MCH5151,Sachar-Lad,4131.0,Travel,Partnership,Mumbai,Maharashtra,2025-04-09,7481974508,Active,703.87
2008,MCH5154,Dhingra-Sunder,5999.0,Miscellaneous,Sole Proprietor,Pune,Maharashtra,2025-06-14,1153641874,Active,2001.0
2009,MCH5156,"Bumb, Buch And R0Ut",7011.0,Hotel & Lodging,Private Limited,Mumbai,Maharashtra,2025-10-11,,Active,1483.33
2010,MCH5159,"Boase, Nadkarni And Kala",4131.0,Transportation,Private Limited,Jaipur,Rajasthan,2025-05-18,DDIU4780752450137,Active,214.1
2011,MCH5160,Subramanian Inc,7011.0,Hotel & Lodging,Partnership,Amritsar,Punjab,2025-11-17,,Active,1435.76
2012,MCH5162,Srinivas-Sule,5311.0,Retail,Individual,Jaipur,Rajasthan,2025-02-20,3127556904,Active,1145.33
2013,MCH5163,"Pandit, Lad And V0Ra",4814.0,Telecom,Individual,Kolkata,West Bengal,2023-05-31,XXXX7995,Active,1014.92
2014,MCH5164,"Yohannan,Sahniandbasak",5411.0,Department Store,Individual,Mumbai,Maharashtra,2023-09-01,8938397659,Inactive,830.61
2015,MCH5166,Rastogi Ltd,,Grocery,Individual,Hyderabad,Telangana,2025-11-10,XXXX4606,Active,1432.96
2016,MCH5167,Bose And Sons,5942.0,Books & Stationery,Private Limited,Jalandhar,Punjab,2025-08-20,,Inactive,1269.25
2017,MCH5169,Kurian-Narayan,5942.0,Books & Stationery,Individual,Jalandhar,Punjab,2024-06-01,7935605737,Active,1621.49
2018,MCH5171,"Pandya, Bawa And Kibe",4131.0,Transportation,Partnership,Jaipur,Rajasthan,2024-11-18,XXXX5385,Active,1895.53
2019,MCH5176,"Samra,Sampathandchaudhuri",4131.0,Travel,Individual,Jalandhar,Punjab,2025-03-18,,Active,905.0
2020,MCH5180,Varkey Inc,5699.0,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2025-09-26,XXXX1928,Active,1047.37
2021,MCH5182,"Kadakia, Raman And Badal",4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2023-07-15,5073008487,Inactive,932.0
2022,MCH5183,Chandra Llc,5942.0,Books & Stationery,Individual,Jaipur,Rajasthan,2023-10-16,,Active,578.29
2023,MCH5186,Dey-Bansal,5912.0,Medical,Sole Proprietor,Chennai,Tamil Nadu,2025-09-21,,Active,365.0
2024,MCH5188,"Dube, Nair And Datta",4131.0,Transportation,Individual,Jalandhar,Punjab,2023-03-22,4717131081,Active,2008.92
2025,MCH5190,Karpe Inc,5942.0,Books & Stationery,Sole Proprietor,Delhi,Delhi,2024-06-07,AIVF4646117807271,Active,2042.93
2026,MCH5193,Shetty Inc,5912.0,Pharmacy,Partnership,Amritsar,Punjab,2025-07-13,QQWR4601081024609,Active,
2027,MCH5196,Sagar-Kohli,4131.0,Travel,Partnership,Delhi,Delhi,2024-02-14,9496058139,Active,3536.0
2028,MCH5197,Acharyainc,4131.0,Transportation,Private Limited,Jalandhar,Punjab,,XXXX5691,Active,699.94
2029,MCH5200,Saha Plc,4131.0,Transportation,Private Limited,Ludhiana,Punjab,2025-10-11,,Active,913.24
2030,MCH5203,"Goel, Mishra And Ram",4814.0,Telecom,Sole Proprietor,Bengaluru,Karnataka,2023-04-28,,Active,3326.82
2031,MCH5204,Gokhale Ltd,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,,IWXN3869048789492,Active,955.33
2032,MCH5205,"Yogi, Minhas And Goda",5311.0,Department Store,Partnership,Ludhiana,Punjab,2025-01-06,,Inactive,455.0
2033,MCH5208,Mann Inc,5411.0,Grocery,Private Limited,Hyderabad,Telangana,2023-04-10,,Suspended,1269.59
2034,MCH5210,Rege-Sridhar,5942.0,Books & Stationery,Private Limited,Jalandhar,Punjab,2024-05-10,VHMQ6214837340223,Active,1199.73
2035,MCH5213,Keer-Yadav,7011.0,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2023-09-04,NHOQ3812159504524,Active,2157.19
2036,MCH5215,Tank-Golla,5999.0,Miscellaneous,Individual,Hyderabad,Telangana,2024-06-08,XXXX4115,Active,1953.0
2037,MCH5217,Swamy Ltd,5411.0,Grocery,Private Limited,Kolkata,West Bengal,2023-02-22,5295856120,Active,1618.62
2038,MCH5219,Pillay Group,4814.0,Telecom,Partnership,Jalandhar,Punjab,,XXXX0337,Active,834.97
2039,MCH5222,"Char, Warrior And Cherian",5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2024-03-19,XXXX0689,Inactive,352.83
2040,MCH5223,"Dua, Raj And Aurora",5812.0,Restaurants & Food,Private Limited,Ludhiana,Punjab,2024-08-06,XXXX3071,Active,986.86
2041,MCH5224,Prabhakar-Baral,5999.0,Miscellaneous,Sole Proprietor,Delhi,Delhi,2024-02-06,VAHS1051982392955,Active,873.18
2042,MCH5225,"Bera, Guha And Narayan",5942.0,Books & Stationery,Individual,Hyderabad,Telangana,2025-08-16,AJUQ5177176562909,Active,
2043,MCH5226,Tiwari-Pau,5999.0,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2023-12-24,6912933947,Active,271.33
2044,MCH5227,"Yogi, Varghese And Balay",5812.0,Restaurants & Food,Individual,Mumbai,Maharashtra,2024-02-10,,Active,2005.26
2045,MCH5230,Bajaj Ltd,,Transportation,Partnership,Delhi,Delhi,2024-02-01,8842729592,Active,3959.52
2046,MCH5231,Om-Shah,5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2023-04-29,2208124689,Active,165.39
2047,MCH5233,Raghavan-Mall,4814.0,Telecom,Partnership,Bengaluru,Karnataka,2026-02-11,,Active,3087.5
2048,MCH5235,Palla Inc,5942.0,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-10-27,,Active,3807.5
2049,MCH5236,"More, Luthra And Deol",5999.0,Miscellaneous,Partnership,Amritsar,Punjab,2023-02-11,,Active,1110.58
2050,MCH5237,Deep-Raja,5999.0,Miscellaneous,Individual,Mumbai,Maharashtra,2025-02-13,XXXX0515,Active,986.24
2051,MCH5239,Saha Inc,5999.0,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2025-09-29,,Active,6907.0
2052,MCH5242,Mishra-Dua,5311.0,Department Store,Individual,Mumbai,Maharashtra,2024-06-08,XXXX0138,Active,
2053,MCH5245,"Bhatt, Kakar And Boase",5311.0,Retail,Individual,Jalandhar,Punjab,2025-06-27,4405470614,Active,2923.74
2054,MCH5247,Nagi Ltd,4814.0,Telecom,Partnership,Amritsar,Punjab,2025-06-06,,On Hold,632.92
2055,MCH5249,Tak Inc,7011.0,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-03-10,,Active,
2056,MCH5250,Virk-Nadkarni,5999.0,Miscellaneous,Partnership,Pune,Maharashtra,2023-07-16,,Suspended,759.43
2057,MCH5251,Sehgal-Yadav,5411.0,Grocery,Sole Proprietor,Bengaluru,Karnataka,2024-11-18,XUHW6533831586352,Active,625.43
2058,MCH5253,Balakrishnan Plc,5912.0,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2025-07-23,3588777363,Active,
2059,MCH5256,Ghoshllc,4131.0,Transportation,Individual,Chennai,Tamil Nadu,,ASNK4892862388041,Active,429.35
2060,MCH5257,Kara-Sibal,4814.0,Telecom,Individual,Bengaluru,Karnataka,,WHEV2991802850485,Active,1601.92
2061,MCH5258,Kibe-Ramanathan,,Books & Stationery,Partnership,Delhi,Delhi,2024-08-15,IIKD1145736850427,Active,3143.33
2062,MCH5260,"Memon, Ben And Sant",5912.0,Medical,Sole Proprietor,Jalandhar,Punjab,2024-07-25,XXXX7324,Active,1467.0
2063,MCH5261,M0Dy Gr0Up,5942.0,Books & Stationery,Individual,Jaipur,Rajasthan,2025-11-12,,Active,345.16
2064,MCH5263,"Narang, Kata And Pillai",5311.0,Department Store,Private Limited,Ludhiana,Punjab,2024-08-12,,Active,
2065,MCH5265,Natt-Munshi,5411.0,Grocery,Private Limited,Pune,Maharashtra,2024-07-22,4213217107,Active,2606.12
2066,MCH5267,"Chandra, Som And Grewal",4131.0,Transportation,Individual,Hyderabad,Telangana,2025-11-30,2585843766,Active,999.83
2067,MCH5268,Nagy-Ravel,5999.0,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2025-10-23,AMOJ0905717120034,Suspended,4125.6
2068,MCH5269,"Lala, Raval And Sahni",5942.0,Books & Stationery,Partnership,Jalandhar,Punjab,2024-10-21,1738664466,Active,873.0
2069,MCH5270,"Kannan, Goda And Kade",7011.0,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2023-10-13,,Inactive,469.0
2070,MCH5271,Choudhary-Chaudhry,5812.0,Restaurants & Food,Partnership,Ludhiana,Punjab,2025-11-30,1480455412,Active,
2071,MCH5274,"Nair, Dave And Hayre",4131.0,Travel,Individual,Bengaluru,Karnataka,2023-04-08,AJZR1927630901873,Active,598.65
2072,MCH5277,Kannan-Deshmukh,5942.0,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2025-09-26,,Inactive,4638.51
2073,MCH5278,"Sarraf, Peri And Ratti",5999.0,Miscellaneous,Private Limited,Kolkata,West Bengal,2025-04-27,,Active,1446.64
2074,MCH5280,Mani-Chada,4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2025-03-18,XXXX6717,Active,1112.24
2075,MCH5281,Rajagopalan Ltd,7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-04-02,,Active,939.26
2076,MCH5283,"Ganesh, Parekh And Subramanian",5912.0,Medical,Partnership,Hyderabad,Telangana,2025-03-02,,Active,307.25
2077,MCH5285,"Yadav, Dhawan And Bahri",5311.0,Retail,Individual,Bengaluru,Karnataka,2025-03-08,XXXX3759,Active,220.0
2078,MCH5287,Sachdeva Plc,4131.0,Travel,Partnership,Hyderabad,Telangana,2024-02-06,XXXX8293,Active,823.34
2079,MCH5288,"Thaman, Muni And Om",5999.0,Miscellaneous,Sole Proprietor,Pune,Maharashtra,2023-07-08,7391241084,Active,1015.84
2080,MCH5292,Nori-Dugal,5999.0,Miscellaneous,Sole Proprietor,Pune,Maharashtra,,DLCF1511984552623,Inactive,542.0
2081,MCH5293,Pingle Plc,5999.0,Miscellaneous,Individual,Delhi,Delhi,2023-09-03,XXXX2228,Active,1088.29
2082,MCH5294,Bhakta Group,4814.0,Telecom,Private Limited,Jaipur,Rajasthan,2023-12-27,XXXX2441,Active,765.13
2083,MCH5295,"Goda, Prashad And Narain",,Medical,Individual,Lucknow,Uttar Pradesh,2024-10-27,,Active,888.39
2084,MCH5298,Keer And Sons,5999.0,Miscellaneous,Partnership,Bengaluru,Karnataka,,,Inactive,600.45
2085,MCH5303,Walla Inc,5311.0,Department Store,Private Limited,Chennai,Tamil Nadu,,,Active,1019.0
2086,MCH5305,Taneja Inc,7011.0,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2024-01-06,XXXX9718,Active,1731.48
2087,MCH5307,"Balan, Varughese And Dave",5812.0,Restaurants & Food,Partnership,Pune,Maharashtra,,SMCN8377573336751,Active,204.07
2088,MCH5308,Shukla-Trivedi,,Restaurants & Food,Individual,Jaipur,Rajasthan,2025-06-11,7037226511,Active,
2089,MCH5312,Choudhary Inc,5411.0,Grocery,Partnership,Kolkata,West Bengal,2023-07-27,,Active,1438.2
2090,MCH5316,Madan Ltd,5311.0,Department Store,Individual,Kolkata,West Bengal,2023-05-11,,Active,706.61
2091,MCH5317,Seth Plc,7011.0,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-03-01,,Active,2738.46
2092,MCH5320,Ramaswamy-Sarma,4814.0,Telecom,Sole Proprietor,Hyderabad,Telangana,2025-02-11,9234288178,Active,750.06
2093,MCH5321,Maharaj Ltd,5912.0,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2024-08-29,9534555078,Inactive,
2094,MCH5322,Parsa Llc,5912.0,Pharmacy,Individual,Jalandhar,Punjab,2023-03-26,XXXX3422,Active,2329.55
2095,MCH5328,Dhaliwal Inc,5812.0,Restaurants & Food,Private Limited,Kolkata,West Bengal,2025-04-19,,Active,375.06
2096,MCH5333,Rajagopal-Agate,4814.0,Telecom,Sole Proprietor,Amritsar,Punjab,,,Inactive,15510.71
2097,MCH5335,Shroff And Sons,5311.0,Department Store,Sole Proprietor,Chennai,Tamil Nadu,,XXXX4486,Inactive,1166.0
2098,MCH5339,"Vaidya, Hari And Mistry",5999.0,Miscellaneous,Individual,Delhi,Delhi,2024-08-07,5298779846,Active,514.42
2099,MCH5343,Sangha-Pillay,5411.0,Grocery,Individual,Lucknow,Uttar Pradesh,,4912596257,Inactive,1724.67
2100,MCH5354,Datta-Vala,5812.0,Restaurants & Food,Partnership,Ludhiana,Punjab,2023-02-16,XXXX9615,Active,2213.0
2101,MCH5355,"Sundaram, Gara And Bajwa",5812.0,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2023-08-03,,Active,3350.71
2102,MCH5356,"Solanki, Kala And Loke",4814.0,Telecom,Partnership,Hyderabad,Telangana,2023-01-03,TUAH3044152488223,Active,
2103,MCH5360,Pillai And Sons,5912.0,Pharmacy,Individual,Lucknow,Uttar Pradesh,2025-05-07,,Active,745.28
2104,MCH5361,"Baria,Santandmunshi",5942.0,Books & Stationery,Private Limited,Delhi,Delhi,2025-02-01,XXXX6510,Active,
2105,MCH5362,"Kunda, Tiwari And Nagi",5912.0,Medical,Private Limited,Jaipur,Rajasthan,2024-08-09,,Active,1922.99
2106,MCH5366,Bali Ltd,5311.0,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-02-25,XXXX6307,Inactive,1551.58
2107,MCH5367,Reddy-Chakraborty,5699.0,Apparel & Fashion,Sole Proprietor,Mumbai,Maharashtra,2025-03-01,WHOV7357855523116,Active,1679.09
2108,MCH5370,Shenoy Ltd,5912.0,Medical,Private Limited,Hyderabad,Telangana,2023-06-26,XXXX5771,Active,1465.66
2109,MCH5371,Tailor Ltd,,Department Store,Sole Proprietor,Jalandhar,Punjab,2024-10-08,3819002392,Active,2851.53
2110,MCH5375,"Zacharia, Krishnamurthy And Talwar",5699.0,Apparel & Fashion,Individual,Pune,Maharashtra,2023-02-04,6686840480,Active,
